OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
663,4092015653,BRIGS AT TRYON VILLAGE ,1040 TRYON VILLAGE DR ,STE 604,CARY,NC,27518,(919) 859-2151,2010-05-04T00:00:00.000Z,Restaurant,5730,-78.74469033,35.7463126,M
664,4092015670,JIMMY JOHNS # 1027,8005-120 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-5616,2010-06-24T00:00:00.000Z,Restaurant,5732,-78.78203745,35.91227904,M
665,4092015672,FIREHOUSE SUBS #0528,100 WRENN DR ,STE 102,CARY,NC,27511,(919) 535-8502,2010-06-28T00:00:00.000Z,Restaurant,5733,-78.78400848,35.76514973,M
666,4092014851,Residence Inn by Marriott Foodservice,2900 Regency PKY,,CARY,NC,27518,(919) 467-4080,2007-03-20T00:00:00.000Z,Restaurant,5738,-78.78922863,35.73280344,M
667,4092014856,Schiano`s Pizza Pasta & Grill #2,13220 Strickland  RD ,Ste. 164,RALEIGH,NC,27613,(919) 847-3238,2007-04-27T00:00:00.000Z,Restaurant,5739,-78.72593809,35.90878313,M
668,4092020898,Bayleaf Convenience,10701 SIX FORKS RD,,RALEIGH,NC,27614-9570,(919) 847-7075,1999-08-24T00:00:00.000Z,Food Stand,5751,-78.64904636,35.92875186,M
669,4092021700,JET'S PIZZA,1253 NW MAYNARD RD ,,CARY,NC,27513,(919) 469-4949,2012-01-25T00:00:00.000Z,Food Stand,5771,-78.81241463,35.78438636,M
670,4092300157,Food Lion #1669 Meat Market,1601 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 807-1395,2000-03-15T00:00:00.000Z,Meat Market,5772,-78.61481761,35.75482137,M
671,4092300167,Food Lion #434 Meat Market,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,,2000-07-01T00:00:00.000Z,Meat Market,5773,-78.77767412,35.59054043,M
672,4092110031,Hunter Elementary Cafeteria,1018 E DAVIE ST,,RALEIGH,NC,27601-1624,(919) 856-7684,1991-10-16T00:00:00.000Z,Public School Lunchrooms,5777,-78.62330913,35.77426448,M
673,4092014655,Jersey Mike's #3091,2345 TIMBER DR ,,GARNER,NC,27529-2586,(919) 779-7827,2006-07-13T00:00:00.000Z,Restaurant,5792,-78.64123211,35.70222176,M
674,4092021556,PAPA JOHN`S #2838,7134 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 266-3330,2008-11-19T00:00:00.000Z,Food Stand,5793,-78.48874912,35.79711939,M
675,4092015283,CAMBRIA SUITES BARISTA BAR,300 AIRGATE DR ,,MORRISVILLE,NC,27560,(919) 361-3311,2008-11-05T00:00:00.000Z,Restaurant,5794,-78.81485296,35.86546822,M
676,4092110476,RIVER BEND ELEMENTARY CAFETERIA,6710 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 431-8010 ext. 25509,2008-12-03T00:00:00.000Z,Public School Lunchrooms,5797,-78.53592651,35.86465714,M
677,4092011321,AMF South Hills Snack Bar,301 NOTTINGHAM DR,,CARY,NC,27511-4947,(919) 467-2411,1993-07-30T00:00:00.000Z,Restaurant,5802,-78.74288458,35.76720276,M
678,4092011314,Revenue Bldg. Cafeteria,305 N Wilmington St ,,RALEIGH,NC,27601,,1993-07-15T00:00:00.000Z,Restaurant,5812,-78.63784658,35.77659846,M
679,4092011369,Subway,921 N HARRISON AVE ,,CARY,NC,27513-3904,(919) 467-2424,1993-10-14T00:00:00.000Z,Restaurant,5813,-78.78340203,35.80068085,M
680,4092013611,Duke Raleigh Hospital Foodservice,3400 Wake Forest RD ,,RALEIGH,NC,27609-7317,(919) 954-3172,2002-07-10T00:00:00.000Z,Restaurant,5826,-78.61850879,35.82845691,M
681,4092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002-08-28T00:00:00.000Z,Restaurant,5831,-78.50515596,35.79511678,M
682,4092021148,Papa John`s,1238 W WILLIAMS ST ,,APEX,NC,27502-3953,(919) 303-9100,2002-09-25T00:00:00.000Z,Food Stand,5832,-78.87260969,35.74617777,M
683,4092300193,Food Lion #669 Meat Market,405 S Main St ,,ROLESVILLE,NC,27571-9664,,2000-07-01T00:00:00.000Z,Meat Market,5842,-78.46472722,35.91731538,T
684,4092016350,PIZZA PIT,5335 RAYNOR RD ,,GARNER,NC,27529,(919) 662-9101,2013-01-29T00:00:00.000Z,Restaurant,5857,-78.5502561,35.67539528,M
685,4092021932,CIRCLE K #2720850,100 FACTORY SHOPS RD ,,MORRISVILLE,NC,27560-8402,(919) 467-6009,2016-02-29T00:00:00.000Z,Food Stand,5859,-78.8177371,35.86082706,M
686,4092300027,Sam`s Club #8223 Meat Market,2537 S SAUNDERS ST ,,RALEIGH,NC,27603-2843,(919) 839-1700,1992-08-06T00:00:00.000Z,Meat Market,5870,-78.64662127,35.75036941,M
687,4092015091,BRUEGGERS BAGELS #101,2231 AVENT FERRY RD ,,RALEIGH,NC,27616,(919) 828-1416,2008-04-03T00:00:00.000Z,Restaurant,5872,-78.67605091,35.77835817,M
688,4092016451,DONATOS,111 SEABOARD AVE ,STE 122,RALEIGH,NC,27604,(919) 828-5111,2013-06-13T00:00:00.000Z,Restaurant,5879,-78.64016785,35.78860778,M
689,4092020817,"Lowes Foods # 162 Meat, Seafood, and Sausages",6430 TRYON RD ,,CARY,NC,27511-7050,(919) 859-9335,1997-09-11T00:00:00.000Z,Food Stand,5892,-78.7615544,35.74559939,M
690,4092110135,Myrtle Underwood Elem.Sch.Cafeteria,1614 Glenwood Ave,,RALEIGH,NC,27608,(919) 856-7663,2003-08-04T00:00:00.000Z,Public School Lunchrooms,5893,-78.64518233,35.80234767,M
691,4092300094,Harris Teeter #21 Meat Market,501 OBERLIN RD ,,RALEIGH,NC,27605-1327,(919) 828-9216,1994-11-01T00:00:00.000Z,Meat Market,5906,-78.66326182,35.79058333,M
692,4092013239,Global Village Organic Coffee,2428 HILLSBOROUGH ST ,,RALEIGH,NC,27607-7248,(828) 456-7,2000-11-22T00:00:00.000Z,Restaurant,5907,-78.667702,35.78790613,M
693,4092110472,SYCAMORE CREEK CAFETERIA,10921 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 841-4350,2008-07-23T00:00:00.000Z,Public School Lunchrooms,5908,-78.73295461,35.91837163,M
694,4092015215,RALEIGH CONVENTION CENTER,500 S SALISBURY  ST ,,RALEIGH,NC,27601,(919) 996-8675,2008-09-02T00:00:00.000Z,Restaurant,5910,-78.64125822,35.77365136,M
695,4092016688,FIESTA MEXICANA,990 HIGH HOUSE RD ,,CARY,NC,27513,(919) 378-9895,2014-05-02T00:00:00.000Z,Restaurant,5934,-78.8269145,35.78841708,M
696,4092021510,Harris Teeter #330 Meat/Seafood,1151 Tryon Village  DR ,,CARY,NC,27518,(919) 233-3476,2008-02-21T00:00:00.000Z,Food Stand,5941,-78.74322582,35.74716614,M
697,4092015076,Yoho Asian Bistro,8204-106 Tryon Woods DR ,,CARY,NC,27511,(919) 859-8081,2008-02-25T00:00:00.000Z,Restaurant,5943,-78.74169613,35.74700826,M
698,4092021513,WalMart Supercenter #4499-00 Deli/Bakery,841 E Gannon AVE ,,ZEBULON,NC,27597,(919) 269-2221 ext. 304,2008-02-25T00:00:00.000Z,Food Stand,5944,-78.29634697,35.83128525,M
699,4092110038,Powell Center For Play &amp; Ingenuity Magnet Elementary,1130 MARLBOROUGH RD ,,RALEIGH,NC,27610-1125,(919) 856-7737 ext. 26340,1991-10-28T00:00:00.000Z,Public School Lunchrooms,5945,-78.6029262,35.79517352,M
700,4092016105,THE GARDEN ON MILLBROOK,2400 E MILLBROOK RD ,,RALEIGH,NC,27604-2806,(919) 790-8900,2012-02-15T00:00:00.000Z,Restaurant,5955,-78.59604131,35.8475498,M
701,4092012065,Mayflower Seafood Restaurant,3301 Capital BLVD ,,RALEIGH,NC,27604-3339,(919) 875-9007,1997-04-30T00:00:00.000Z,Restaurant,5963,-78.58813581,35.82461176,M
702,4092021771,PIZZA HUT #9212,6109 ROCK QUARRY RD ,#120,RALEIGH,NC,27610,(919) 320-0292,2013-12-06T00:00:00.000Z,Food Stand,5967,-78.5485314,35.72427564,M
703,4092020040,Circle K # 8621,4400 Louisburg Rd,,RALEIGH,NC,27616-4335,(919) 790-9099,1991-05-07T00:00:00.000Z,Food Stand,5973,-78.57305684,35.84255138,M
704,4092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,,RALEIGH,NC,27610-2536,(919) 755-1551,1998-06-02T00:00:00.000Z,Restaurant,5980,-78.61632038,35.7797367,M
705,4092015712,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,,ZEBULON,NC,27616,(919) 269-3399,2010-09-15T00:00:00.000Z,Restaurant,5989,-78.29418521,35.83015828,M
706,4092016306,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD ,,GARNER,NC,27529,(919) 779-7441,2012-11-16T00:00:00.000Z,Restaurant,5992,-78.64395289,35.72536501,M
707,4092016309,WAKEFIELD WINE CELLAR,13600 NEW FALLS OF NEUSE  RD ,,RALEIGH,NC,27614,(919) 412-9091,2012-11-26T00:00:00.000Z,Restaurant,5993,-78.55751775,35.94316378,M
708,4092020868,Circle K #8610,4713 NEW BERN AVE ,,RALEIGH,NC,27610-1437,(919) 231-6254,1999-03-04T00:00:00.000Z,Food Stand,6021,-78.55690674,35.79848742,M
709,4092020870,Papa John`s Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999-04-07T00:00:00.000Z,Food Stand,6052,-78.6561631,35.90108866,M
710,4092110089,Creech Road Elem. Cafeteria,450 CREECH RD ,,GARNER,NC,27529-2908,(919) 662-2359,1992-09-10T00:00:00.000Z,Public School Lunchrooms,6054,-78.5998736,35.71498362,M
711,4092020819,Papa John's Pizza #1406,109 Vandora Springs RD ,,GARNER,NC,27529,(919) 661-0707,1997-10-31T00:00:00.000Z,Food Stand,6055,-78.62029775,35.71171636,M
712,4092110136,Fuquay Varina Middle Sch. Cafet.,109 N Ennis St ,,FUQUAY VARINA,NC,27526,(919) 557-2750,1986-04-30T00:00:00.000Z,Public School Lunchrooms,6059,-78.79386952,35.58581803,M
713,4092011929,Las Margaritas,111 S WHITE ST,,WAKE FOREST,NC,27587-2739,(919) 556-8319,1996-09-13T00:00:00.000Z,Restaurant,6062,-78.50924596,35.9788861,M
714,4092011279,Ole Time Barbecue,6309 HILLSBOROUGH ST,,RALEIGH,NC,27606-1148,(919) 859-2544,1993-05-11T00:00:00.000Z,Restaurant,6079,-78.73877132,35.78732732,M
715,4092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,NC,27695,(919) 515-5132,2011-08-16T00:00:00.000Z,Restaurant,6087,-78.67968011,35.76286993,M
716,4092110124,Middle Creek Elem. Sch. Cafeteria,110 MIDDLE CREEK PARK AVE ,,APEX,NC,27539-7982,(919) 773-9570,2000-08-23T00:00:00.000Z,Public School Lunchrooms,6095,-78.75946583,35.67025019,M
717,4092300166,Food Lion #572 Meat Market ,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,,2000-07-01T00:00:00.000Z,Meat Market,6098,-78.60100965,35.89311432,M
718,4092013748,Cafe 3000 At Wake Med,3000 New Bern Ave,,RALEIGH,NC,27610,(919) 350-8047,2002-12-21T00:00:00.000Z,Restaurant,6100,-78.58796297,35.78391423,M
719,4092160045,The Laurels of Forest Glenn Foodservice,1101 Hartwell St,,GARNER,NC,27529,(919) 772-8888,2003-09-26T00:00:00.000Z,Institutional Food Service,6104,-78.62517634,35.70528519,M
720,4092013932,Carolina Ale House,4512 Falls Of Neuse Rd ,,RALEIGH,NC,27609,(919) 431-0001,2003-11-05T00:00:00.000Z,Restaurant,6105,-78.61261944,35.84319265,M
721,4092011955,Pam's Farmhouse Restaurant,5111 Western BLVD ,,RALEIGH,NC,27603,(919) 859-9990,1996-11-07T00:00:00.000Z,Restaurant,6112,-78.71184422,35.78599342,M
722,4092021795,S &amp; E Catering,3401 Carl Sandburg Court,,RALEIGH,NC,27610,(919) 212-8580,2014-06-10T00:00:00.000Z,Food Stand,6125,-78.57997193,35.78097497,M
723,4092016799,KUMO SUSHI &amp; HIBACHI,2916 N. MAIN STREET,SUITE 112,FUQUAY-VARINA,NC,27526,(919) 986-0983,2014-11-04T00:00:00.000Z,Restaurant,6145,-78.7325945,35.61559182,M
724,4092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 297-0953,2013-11-22T00:00:00.000Z,Restaurant,6163,-78.81800343,35.80772157,M
725,4092014293,Five Guys Burgers and Fries #2,4120 Main at N. Hills St. Ste 155,,RALEIGH,NC,27609,(919) 787-7772,2005-04-07T00:00:00.000Z,Restaurant,6188,-78.64323049,35.83718561,M
726,4092016705,El Tapatio,13200 Falls of Neuse Road,Suite 167,RALEIGH,NC,27614,(919) 554-9697,2014-06-19T00:00:00.000Z,Restaurant,6212,-78.55981965,35.9407555,M
727,4092013536,CiCi`s Pizza,3501-132 Capital BLVD ,,RALEIGH,NC,27604-3366,(919) 863-2424,2002-02-28T00:00:00.000Z,Restaurant,6224,-78.58559583,35.82850307,M
728,4092014223,Manchesters Bar and Grill,9101-153 Leesville Road,,RALEIGH,NC,27613,(919) 676-3310,2005-01-07T00:00:00.000Z,Restaurant,6237,-78.7231695,35.89661733,M
729,4092014233,Sheetz,1655 N Main Street,,FUQUAY VARINA,NC,27526,(919) 577-2215,2005-01-26T00:00:00.000Z,Restaurant,6240,-78.76014426,35.59694528,M
730,4092010872,Wake Med Kitchen,3000 NEW BERN AVE,,RALEIGH,NC,27610-1231,(919) 350-8042,1992-02-12T00:00:00.000Z,Restaurant,6255,-78.58796297,35.78391423,M
731,4092011060,Olive Garden,1809 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-9714,1992-03-26T00:00:00.000Z,Restaurant,6258,-78.74263845,35.76054072,M
732,4092011046,Chilis Bar And Grill,6324 GLENWOOD AVE ,,RALEIGH,NC,27612-2618,(919) 571-3600,1992-06-05T00:00:00.000Z,Restaurant,6261,-78.70465425,35.85833242,M
733,4092010236,El Dorado #3,112 E VANCE ST ,,FUQUAY VARINA,NC,27526-2235,(919) 557-0287,1991-04-19T00:00:00.000Z,Restaurant,6269,-78.79884512,35.5817003,M
734,4092016791,HOLLY HILL CHILDREN'S HOSPITAL DINING,201 MICHAEL J. SMITH LANE,,RALEIGH,NC,27610,(919) 250-7000,2014-10-22T00:00:00.000Z,Restaurant,6272,-78.5783855,35.77912888,M
735,4092020856,Papa John`s #1576,2904 Wake Forest RD ,,RALEIGH,NC,27609,(919) 743-3333,2005-03-11T00:00:00.000Z,Food Stand,6277,-78.62306402,35.82057766,M
736,4092015242,TRIANGLE MINI MART,10420 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 469-1720,2008-10-01T00:00:00.000Z,Restaurant,6285,-78.8309264,35.83981526,M
737,4092015268,CAROLINA ALE HOUSE,2400 JOHN BRANTLEY BLVD ,RDU terminal 2,RDU AIRPORT,NC,27623,(919) 840-4366,2008-10-23T00:00:00.000Z,Restaurant,6288,0,0,U
738,4092040191,Mudcats Pushcart,1501 NC 39 HWY ,,ZEBULON,NC,27597,(919) 269-2287,2007-04-02T00:00:00.000Z,Pushcarts,6297,-78.2712282,35.81726662,M
739,4092014860,Jersey Mike`s #3042,7949 Fayetteville RD,,RALEIGH,NC,27603,(919) 661-0111,2007-04-24T00:00:00.000Z,Restaurant,6298,-78.69742539,35.66508155,M
740,4092016059,PORT CITY JAVA PARK SHOPS,101 CURRENT DR ,,RALEIGH,NC,27695,(919) 515-0238,2011-12-08T00:00:00.000Z,Restaurant,6304,-78.67872874,35.78448278,M
741,4092110050,Emma Conn Elementary Cafeteria,1220 Brookside DR ,,RALEIGH,NC,27604-2040,(919) 856-7645,1991-10-16T00:00:00.000Z,Public School Lunchrooms,6311,-78.62274745,35.79610901,M
742,4092110057,Millbrook Sr. High Cafeteria,2201 SPRING FOREST RD ,,RALEIGH,NC,27615-7536,(919) 850-8796,1991-09-17T00:00:00.000Z,Public School Lunchrooms,6314,-78.60300107,35.86585561,M
743,4092014259,Red Hot &amp; Blue,6615 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 846-7427,2005-03-01T00:00:00.000Z,Restaurant,6315,-78.62444936,35.87396757,M
744,4092010490,Meredith College Dining Hall,3800 HILLSBOROUGH ST ,,RALEIGH,NC,27607-5237,(919) 760-8377,1991-03-19T00:00:00.000Z,Restaurant,6332,-78.68916341,35.79996357,M
745,4092014336,Bonefish Grill,4421 Six Forks RD ,,RALEIGH,NC,27609,(919) 782-5127,2005-06-24T00:00:00.000Z,Restaurant,6337,-78.64349885,35.84017418,M
746,4092021337,Harris Teeter #104 Produce,4093 Davis DR ,,MORRISVILLE,NC,27520,(919) 380-0354,2005-08-05T00:00:00.000Z,Food Stand,6338,-78.85811603,35.8356265,M
747,4092015222,ANNA`S PIZZERIA,100 N SALEM ST ,,APEX,NC,27502,(919) 267-6237,2008-09-15T00:00:00.000Z,Restaurant,6339,-78.85126459,35.73076866,M
748,4092021142,Sino Wok,5959-1108 Triangle Town Blv ,,RALEIGH,NC,27616,(919) 792-2499,2002-08-19T00:00:00.000Z,Food Stand,6343,-78.57159163,35.86546307,M
749,4092021153,Fresh Market Produce,400 WOODBURN RD ,,RALEIGH,NC,27605-1324,(919) 828-7888,2002-10-14T00:00:00.000Z,Food Stand,6346,-78.65855965,35.78994083,M
750,4092110108,Timber Drive Elementary Cafeteria,1601 TIMBER DR,,GARNER,NC,27529-4778,(919) 773-9515 ext. 21307,1997-06-30T00:00:00.000Z,Public School Lunchrooms,6369,-78.63688668,35.68985222,M
751,4092016716,The Wild Cook's Indian Grill,3212 Hillsborough St ,,RALEIGH,NC,27607,(919) 984-2328,2014-07-15T00:00:00.000Z,Restaurant,6373,-78.68001075,35.79120472,M
752,4092016732,RESCO MINI MART,7200-A OLD STAGE RD ,,RALEIGH,NC,27603,(919) 779-7610,2014-08-21T00:00:00.000Z,Restaurant,6376,-78.65731826,35.67818864,M
753,4092020904,Variety Pickup Food Stand-Hwy 97,2727 Nc 97 Hwy ,,WENDELL,NC,27591,(919) 365-7419 ext. 9195626647,1999-09-28T00:00:00.000Z,Food Stand,6382,-78.38095557,35.81489293,M
754,4092016668,"SAMI'S SUBS, PIZZA &amp; MORE",6405 WESTGATE RD ,STE 103,RALEIGH,NC,27617-4757,(919) 571-8555,2014-04-17T00:00:00.000Z,Restaurant,6398,-78.7609413,35.90121976,M
755,4092014287,FireBirds Rocky Mountain Grill #2,4350 Lassiter At N. Hills Ave. Ste. 118 ,,RALEIGH,NC,27609,(919) 788-8778,2005-04-05T00:00:00.000Z,Restaurant,6399,-78.64323049,35.83718561,M
756,4092016356,BREWSTER'S PUB,1885 LAKE PINE  DR ,,CARY,NC,27511,(919) 650-1270,2013-01-25T00:00:00.000Z,Restaurant,6410,-78.81900108,35.74520928,M
757,4092014236,Cattails Restaurant,1501 NC 39 HWY 39,,ZEBULON,NC,27597,(919) 861-7501,2005-02-28T00:00:00.000Z,Restaurant,6413,-78.2712282,35.81726662,M
758,4092016751,LELI'S DINER,3325-109 ROGERS ROAD,,WAKE FOREST,NC,27587,(919) 263-1377,2014-09-02T00:00:00.000Z,Restaurant,6440,-78.51412541,35.95025455,M
759,4092110007,Briarcliff Elementary Cafeteria,1220 POND ST,,CARY,NC,27511-4418,(919) 460-3450,1991-09-17T00:00:00.000Z,Public School Lunchrooms,6473,-78.78826469,35.76866673,M
760,4092010154,China Star,3201-101 EDWARDS MILL RD ,Ste 101,RALEIGH,NC,27612-5385,(919) 781-1448,1991-05-06T00:00:00.000Z,Restaurant,6476,-78.70556784,35.82545066,M
761,4092012824,Wang`s Kitchen,1601-41 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 832-0706,1998-10-21T00:00:00.000Z,Restaurant,6477,-78.61376,35.75438832,M
762,4092015276,SALEM STREET PUB,113 N SALEM ST ,,APEX,NC,27502,(919) 387-9992,2008-10-31T00:00:00.000Z,Restaurant,6484,-78.85154824,35.73118528,T
763,4092021583,HARRIS TEETER #311 PRODUCE,324 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 552-1596,2009-09-10T00:00:00.000Z,Food Stand,6485,-78.83920862,35.63987572,M
764,4092015471,CHICK-FIL-A #2181,801 VILLAGE WALK  DR ,,HOLLY SPRING,NC,27540,(919) 567-0060,2009-09-02T00:00:00.000Z,Restaurant,6486,-78.83547598,35.63906265,M
765,4092014650,Greek Fiesta at Brier Creek,8521 Brier CreekPKY,Ste 109,RALEIGH,NC,27617,(919) 544-3388,2006-07-28T00:00:00.000Z,Restaurant,6500,0,0,U
766,4092014662,Starbucks #9840,1107 Walnut ST ,1107-102 Walnut St ,CARY ,NC,27511,(919) 468-9908,2006-08-18T00:00:00.000Z,Restaurant,6501,-78.76025493,35.77377018,M
767,4092015702,The Starbar,1731 Trawick RD ,STE 105,RALEIGH,NC,27604,(919) 231-3535,2010-08-24T00:00:00.000Z,Restaurant,6503,-78.57833828,35.80069157,M
768,4092016293,Quality Inn #NC436 Breakfast Bar,2539 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 863-0091,2012-10-26T00:00:00.000Z,Restaurant,6506,-78.64828387,35.74994855,M
769,4092016720,Red Snapper Grill,409 W. Gannon Avenue,,ZEBULON,NC,27597,(919) 375-5005,2014-07-11T00:00:00.000Z,Restaurant,6532,-78.32295686,35.82026636,M
770,4092020681,A & K Food Mart #2,601 W Williams St ,P.O. BOX 220,APEX,NC,27502,(919) 303-5101,1995-10-17T00:00:00.000Z,Food Stand,6551,-78.86345442,35.73622526,M
771,4092020555,Fast Food Mart,2285 New Hope Church Rd,,RALEIGH,NC,27604-1662,(919) 876-1666,1993-08-25T00:00:00.000Z,Food Stand,6558,-78.59952341,35.83532643,M
772,4092012980,The Sports Page Bar &amp; Grill,835 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7717,(919) 266-3130,1999-07-20T00:00:00.000Z,Restaurant,6572,-78.48796476,35.79576936,M
773,4092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013-11-13T00:00:00.000Z,Restaurant,6573,-78.63751992,35.83661475,M
774,4092015260,HIBACHI JAPAN,11216 CAPITAL BLVD ,STE 105,WAKE FOREST,NC,27587,(919) 556-8882,2008-10-10T00:00:00.000Z,Restaurant,6601,-78.53734624,35.9524773,M
775,4092015151,Namolis NY Pizzeria,5444 Apex Peakway ,,APEX,NC,27502,(919) 303-4888,2008-06-23T00:00:00.000Z,Restaurant,6606,0,0,U
776,4092015181,JUMBO CHINA,3111 LELAND DR ,STE 100,RALEIGH,NC,27616,(919) 266-2388,2008-07-24T00:00:00.000Z,Restaurant,6626,-78.50930992,35.89359383,M
777,4092015187,Great China,7851 ALEXANDER PROMENADE ,PL #100,RALEIGH,NC,27617,(919) 975-2211,2008-07-29T00:00:00.000Z,Restaurant,6627,-78.77695631,35.91424375,M
778,4092015197,PANDA GARDEN,5249 SUNSET LAKE RD ,,HOLLY SPRINGS,NC,27540,(919) 360-5000,2008-08-12T00:00:00.000Z,Restaurant,6631,-78.79654321,35.66684152,M
779,4092016616,TAJ MAHAL INDIAN CUISINE,6611 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 848-2262,2014-02-05T00:00:00.000Z,Restaurant,6638,-78.62444936,35.87396757,M
780,4092016325,THE FICTION KITCHEN,428 SE DAWSON ST ,,RALEIGH,NC,27601,(919) 831-4177,2012-12-14T00:00:00.000Z,Restaurant,6641,-78.64394485,35.77458482,M
781,4092016329,COMFORT INN &amp; SUITES,6209 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1112,2013-01-20T00:00:00.000Z,Restaurant,6642,-78.70428576,35.85617198,M
782,4092016336,GOLDEN SEAFOOD AND CHICKEN,2600 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 833-0121,2013-01-09T00:00:00.000Z,Restaurant,6643,-78.64948768,35.74861938,M
783,4092013193,Bella Monica,3121-103 EDWARDS MILL RD ,,RALEIGH,NC,27612-5369,(919) 881-9778,2000-08-02T00:00:00.000Z,Restaurant,6671,-78.70666344,35.82427366,M
784,4092020993,Food Lion #1491 Deli,3151-113 Capital Blv ,,RALEIGH,NC,27604-3335,(919) 790-6728,2000-07-01T00:00:00.000Z,Food Stand,6673,-78.58946217,35.82241942,M
785,4092016073,The Garden Grille &amp; Bar (at Hilton Garden Inn),131 COLUMBUS AVE ,,CARY,NC,27518,(919) 377-0440,2011-12-21T00:00:00.000Z,Restaurant,6678,-78.73638591,35.7564409,M
786,4092011415,Neomonde Mediterranean,3817 BERYL RD,,RALEIGH,NC,27607-5244,(919) 828-1628,1991-04-23T00:00:00.000Z,Restaurant,6683,-78.69018874,35.79325102,M
787,4092010571,Pizza Hut Of Wake Forest,12239 Capital Blv,,WAKE FOREST,NC,27587-6200,(919) 556-9190,1991-04-29T00:00:00.000Z,Restaurant,6687,-78.54067868,35.97990066,M
788,4092020869,Domino`s Pizza # 7487,1121 -104 Falls River Ave ,,RALEIGH,NC,27614,(919) 870-1155,1999-03-29T00:00:00.000Z,Food Stand,6705,-78.58829014,35.90616936,M
789,4092012051,La Rancherita,102 N SALEM ST ,,APEX,NC,27502-1428,(919) 303-2448,1997-05-06T00:00:00.000Z,Restaurant,6709,-78.85126459,35.73076866,M
790,4092014196,Buffalo Wild Wings # 113,148 Shenstone BLVD ,,GARNER,NC,27529,(919) 661-5238,2004-12-03T00:00:00.000Z,Restaurant,6723,-78.58054205,35.69110315,M
791,4092015312,JOSE AND SONS,327 W DAVIE ST ,STE 102,RALEIGH,NC,27601,(919) 755-0556,2008-12-31T00:00:00.000Z,Restaurant,6725,-78.64497473,35.7752364,M
792,4092016757,LEESVILLE TAP ROOM,13200 STRICKLAND  RD ,STE 104,RALEIGH,NC,27613,(919) 870-1515,2014-09-15T00:00:00.000Z,Restaurant,6731,-78.72593809,35.90878313,M
793,4092110474,MARTIN MIDDLE SCHOOL CAFETERIA,1701  RIDGE RD ,,RALEIGH,NC,27607,(919) 881-4970,2008-08-20T00:00:00.000Z,Public School Lunchrooms,6737,-78.68698752,35.81248956,M
794,4092015209,THE BRICKHOUSE,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 829-3666,2008-09-18T00:00:00.000Z,Restaurant,6740,-78.68856288,35.79387274,M
795,4092016159,WAKE COUNTY DETENTION CENTER KITCHEN &amp; STAFF KITCHEN,3301 HAMMOND RD ,,RALEIGH,NC,27603,,2012-04-17T00:00:00.000Z,Restaurant,6752,-78.63888755,35.73379172,M
796,4092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4265,1993-08-31T00:00:00.000Z,Public School Lunchrooms,6763,-78.71777873,35.88906496,M
797,4092014656,Subway# 34670,1709 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 828-4231,2006-07-12T00:00:00.000Z,Restaurant,6787,-78.66081936,35.76007765,M
798,4092013128,El Rodeo Restaurant,329 S BLOUNT ST,,RALEIGH,NC,27601-1803,(919) 829-0777,2000-03-22T00:00:00.000Z,Restaurant,6848,-78.63625044,35.77567974,M
799,4092012996,Glenaire Dining Services,4000 Glenaire Circle ,,CARY,NC,27511-3802,(919) 447-4482,1999-08-19T00:00:00.000Z,Restaurant,6863,-78.78515931,35.77628348,M
